Haleluya! Pujilah Allah dalam tempat kudus-Nya! Pujilah Dia dalam cakrawala-Nya yang kuat!	Molja’agi PANGERAN! Molja’agi Pangeran e dhalem Padalemmanna! Molja’agi kakowadanna e bang-abang!
Engkau menyediakan hidangan bagiku, di hadapan lawanku; Engkau mengurapi kepalaku dengan minyak; pialaku penuh melimpah.	Junandalem nyadhiya’agi pesta kaangguy abdidalem e adha’annepon moso abdidalem. Sareng Junandalem abdidalem etarema epakadi tamoy raja se molja. Sareng Junandalem abdidalem eparenge nom-enoman se sae talebat bannya’na.
Kebajikan dan kemurahan belaka akan mengikuti aku, seumur hidupku; dan aku akan diam dalam rumah TUHAN sepanjang masa.	Abdidalem oneng Junandalem sae ka abdidalem, sareng taresna ka abdidalem salanjangnga; abdidalem eedine saomorra ngennengnge kalenggiyannepon Junandalem.
Untuk pemimpin biduan. Menurut lagu: Rusa di kala fajar. Mazmur Daud. Allahku, Allahku, mengapa Engkau meninggalkan aku? Aku berseru, tetapi Engkau tetap jauh dan tidak menolong aku.	Kaangguy pamimpinna koor. Menorot nyanyeyan: Manjangan se eserser pajjar. Jaburra Daud. Guste Allah, Guste Allah, aponapa abdidalem me’ edinggallagi? Abdidalem aserro, namong Junandalem paggun jau, Junandalem ta’ kasokan nolong.
Allahku, aku berseru-seru pada waktu siang, tetapi Engkau tidak menjawab, dan pada waktu malam, tetapi tidak juga aku tenang.	Abdidalem aserro e bakto seyang, namong Junandalem ta’ kasokan adhabu pa-ponapa. Abdidalem adu’a e baja malem, namong ate paggun ngalengsang.
Padahal Engkaulah Yang Kudus yang bersemayam di atas puji-pujian orang Israel.	Namong Junandalem Rato Se Mahasocce, se eji-poji oreng Isra’il.
Kepada-Mu nenek moyang kami percaya; mereka percaya, dan Engkau meluputkan mereka.	Bangatowa abdidalem ngarep partolongannepon Junandalem, sareng Junandalem laju epasalamet.
Kepada-Mu mereka berseru-seru, dan mereka terluput; kepada-Mu mereka percaya, dan mereka tidak mendapat malu.	Bangatowa abdidalem aserro ka Junandalem, sareng Junandalem epalopot; parcaja ka Junandalem, sareng Junandalem ta’ epakoceba.
Tetapi aku ini ulat dan bukan orang, cela bagi manusia, dihina oleh orang banyak.	Namong abdidalem ka’dhinto caceng, banne manossa, eca’-koca’e, eya-seya oreng sabannya’na.
Semua yang melihat aku mengolok-olok aku, mereka mencibirkan bibirnya, menggelengkan kepalanya:	Sadaja se nengale abdidalem padha bi-nyebbi, pek-kepeggan sambi nyambibi’.
"Ia menyerah kepada TUHAN; biarlah Dia yang meluputkannya, biarlah Dia yang melepaskannya! Bukankah Dia berkenan kepadanya?"	Reng-oreng gapaneka ngoca’, "Dina me’ olle ngandellagi PANGERAN, me’ olle epasalamet bi’ PANGERAN, mon PANGERAN kasokan ka aba’na!"
Ya, Engkau yang mengeluarkan aku dari kandungan; Engkau yang membuat aku aman pada dada ibuku.	Junandalem se makalowar abdidalem dhari tabu’epon ebu, se maaman abdidalem e reba’annepon ebu.
Kepada-Mu aku diserahkan sejak aku lahir, sejak dalam kandungan ibuku Engkaulah Allahku.	Ngabidi lahir ka dunnya abdidalem targantong ka Junandalem, ngabidi egandhu’ sareng ebu, Junandalem Allah abdidalem.
Janganlah jauh dari padaku, sebab kesusahan telah dekat, dan tidak ada yang menolong.	Ja’ majau dhari abdidalem, Guste, sabab babaja ampon semma’, sareng tadha’ oreng se nolong.
Banyak lembu jantan mengerumuni aku; banteng-banteng dari Basan mengepung aku;	Abdidalem ekeppong moso, se akadi banteng saambalan, akadi banteng alas dhari Basan.
mereka mengangakan mulutnya terhadap aku seperti singa yang menerkam dan mengaum.	Colo’epon padha anganga, akadi macan se agaung sareng nyeppa’a.
Seperti air aku tercurah, dan segala tulangku terlepas dari sendinya; hatiku menjadi seperti lilin, hancur luluh di dalam dadaku;	Kakowadan abdidalem ampon tadha’ akadi aeng se nompa ka tana; lang-tolang locot dhari cacopona, ate lejjar akadi lilin se ngalelle.
kekuatanku kering seperti beling, lidahku melekat pada langit-langit mulutku; dan dalam debu maut Kauletakkan aku.	Gerrungan abdidalem kerreng akadi belling, jila nalket ka lak-ellagan. Sareng Junandalem abdidalem edinggallagi e attassa abu, akadi oreng se ampon mate.
Sebab anjing-anjing mengerumuni aku, gerombolan penjahat mengepung aku, mereka menusuk tangan dan kakiku.	Abdidalem ekeppong reng-oreng jahat; se ngaromo’ akadi pate’ sabannya’na, nyangkarem nyebbit soko sareng tanang.
Segala tulangku dapat kuhitung; mereka menonton, mereka memandangi aku.	Tolang abdidalem ekenneng bitong, eabas eanggep gun-tenggun sareng moso.
Mereka membagi-bagi pakaianku di antara mereka, dan mereka membuang undi atas jubahku.	Kalambi abdidalem egi-bagi, juba abdidalem elottre.
Tetapi Engkau, TUHAN, janganlah jauh; ya kekuatanku, segeralah menolong aku!	Namong Junandalem, GUSTE, ngereng ja’ majau, ngereng duliyan tolong abdidalem, sabab Junandalem kakowadan abdidalem.
Lepaskanlah aku dari pedang, dan nyawaku dari cengkeraman anjing.	Palopottagi nyaba abdidalem dhari peddhang, pasalamettagi abdidalem dhari cakarrepon pate’.
Selamatkanlah aku dari mulut singa, dan dari tanduk banteng. Engkau telah menjawab aku!	Abdidalem ta’ kengeng apa-ponapa, pasalamettagi abdidalem dhari tandhu’epon banteng sareng dhari colo’epon macan.
Aku akan memasyhurkan nama-Mu kepada saudara-saudaraku dan memuji-muji Engkau di tengah-tengah jemaah:	Sadaja se elampa’agi Junandalem, sareng abdidalem ecareta’agiya ka tan-taretan abdidalem; e dhalem papanggiyan sareng ommattepon Junandalem, abdidalem ji-mojiya asmaepon Junandalem.
kamu yang takut akan TUHAN, pujilah Dia, hai segenap anak cucu Yakub, muliakanlah Dia, dan gentarlah terhadap Dia, hai segenap anak cucu Israel!	Tan-taretan se padha abakte ka ALLAH, mara poji Pangeran! Para toronanna Yakub, mara agungngagi Salerana! Para toronanna Isra’il, mara asojud ka Salerana!
Sebab Ia tidak memandang hina ataupun merasa jijik kesengsaraan orang yang tertindas, dan Ia tidak menyembunyikan wajah-Nya kepada orang itu, dan Ia mendengar ketika orang itu berteriak minta tolong kepada-Nya.	Sabab Pangeran ta’ ya-nyeya oreng se tatendhes odhi’na, ban ta’ ngenthengngagi kasangsara’anna. Salerana ta’ mongkore oreng jareya, tape meyarsa’agi serrona mon oreng jareya nyo’on tolong ka Salerana.
Karena Engkau aku memuji-muji dalam jemaah yang besar; nazarku akan kubayar di depan mereka yang takut akan Dia.	E adha’epon kompolanna ommat abdidalem moji Junandalem, lantaran sadaja se elampa’agi Junandalem. E adha’epon ommat se abakte ka Junandalem, abdidalem ngatorragi kurban se ampon ejanjiyagi sareng abdidalem.
Orang yang rendah hati akan makan dan kenyang, orang yang mencari TUHAN akan memuji-muji Dia; biarlah hatimu hidup untuk selamanya!	Oreng mesken bakal ngakana sampe’ kennyang; se ngadhep ka PANGERAN bakal mojiya Salerana. Moga ba’na padha’a nyaman odhi’na salanjangnga!
Segala ujung bumi akan mengingatnya dan berbalik kepada TUHAN; dan segala kaum dari bangsa-bangsa akan sujud menyembah di hadapan-Nya.	Sa-bangsa bakal padha’a enga’ ka PANGERAN ban abali ka Salerana, ku-suku bangsa bakal asojuda kabbi nyemba ka Salerana.
Sebab Tuhanlah yang empunya kerajaan, Dialah yang memerintah atas bangsa-bangsa.	Sabab PANGERAN reya se kobasa, se marenta sa-bangsa.
Ya, kepada-Nya akan sujud menyembah semua orang sombong di bumi, di hadapan-Nya akan berlutut semua orang yang turun ke dalam debu, dan orang yang tidak dapat menyambung hidup.	Oreng raja bakal asojuda kabbi e ajunanna, manossa se ta’ langgeng bakal asojuda kabbi nyemba ka Salerana.
Anak-anak cucu akan beribadah kepada-Nya, dan akan menceritakan tentang TUHAN kepada angkatan yang akan datang.	Angkadan-angkadan se bakal dhateng bakal abakteya ka PANGERAN, Salerana bakal eberta’agiya ron-temoron.
Mereka akan memberitakan keadilan-Nya kepada bangsa yang akan lahir nanti, sebab Ia telah melakukannya.	Ka bangsa se lahir jang budhiyan bakal ekabarragiya ja’ PANGERAN la masalamet ommadda.
Untuk pemimpin biduan. Mazmur Daud. TUHAN, karena kuasa-Mulah raja bersukacita; betapa besar kegirangannya karena kemenangan yang dari pada-Mu!	Kaangguy pamimpinna koor. Jaburra Daud. Guste PANGERAN, rato perak lantaran sareng Junandalem epakowat; panggaliyannepon gumbira lantaran sareng Junandalem eparenge kamennangan!
Apa yang menjadi keinginan hatinya telah Kaukaruniakan kepadanya, dan permintaan bibirnya tidak Kautolak. Sela	Junandalem ngabbuli pangaterrona, marenge se daddi parnyo’onanna.
Sebab Engkau menyambut dia dengan berkat melimpah; Engkau menaruh mahkota dari emas tua di atas kepalanya.	Junandalem rabu manggi’i salerana abakta berkat ta’ sakera-kera, sareng masang jamang emmas e serana.
Hidup dimintanya dari pada-Mu; Engkau memberikannya kepadanya, dan umur panjang untuk seterusnya dan selama-lamanya.	Salerana nyo’on odhi’, sareng Junandalem eparenge, eparenge lanjang omor salanjangnga.
Besar kemuliaannya karena kemenangan yang dari pada-Mu; keagungan dan semarak telah Kaukaruniakan kepadanya.	Lantaran partolongannepon Junandalem salerana ehormat oreng; sareng Junandalem epakasohor, epamolja.
Ya, Engkau membuat dia menjadi berkat untuk seterusnya; Engkau memenuhi dia dengan sukacita di hadapan-Mu.	Sareng Junandalem eberkadi saterrossa; kahadirannepon Junandalem magumbira panggaliyanna.
Sebab raja percaya kepada TUHAN, dan karena kasih setia Yang Mahatinggi ia tidak goyang.	Rato ngarep partolonganna PANGERAN Se Mahakobasa, salerana ros-terrosan aman lantaran ekataresnae PANGERAN.
Tangan-Mu akan menjangkau semua musuh-Mu; tangan kanan-Mu akan menjangkau orang-orang yang membenci Engkau.	Pangeran bakal nawana so-mosona, ban nangkep reng-oreng se baji’ ka salerana.
Engkau akan membuat mereka seperti perapian yang menyala-nyala, pada waktu Engkau menampakkan Diri, ya TUHAN. Murka TUHAN akan menelan mereka, dan api akan memakan mereka.	Pangeran rabu akantha apoy se rabbang mateyana so-moso jareya. Reng-oreng jareya bakal epamosna’a bi’ dadukanna PANGERAN, sarta bi’ apoy se makatononan.
Keturunan mereka akan Kaubinasakan dari muka bumi, dan anak cucu mereka dari antara anak-anak manusia.	Dhari toronanna bakal tadha’a karena, bi’ rato bakal epatompessa sakabbinna.
Apabila mereka hendak mendatangkan malapetaka atasmu, merancangkan tipu muslihat, mereka tidak berdaya.	Mon reng-oreng jareya andhi’ sajja nangtanga ratona, tepona ta’ kera badha hasella.
Ya, Engkau akan membuat mereka melarikan diri, dengan tali busur-Mu Engkau membidik muka mereka.	Pangeran bakal ngaceddagiya panana sampe’ reng-oreng jareya abali terros buru.
Bangkitlah, ya TUHAN, di dalam kuasa-Mu! Kami mau menyanyikan dan memazmurkan keperkasaan-Mu.	Abdidalem sadaja moji Junandalem, GUSTE, sabab kobasana Junandalem ce’ rajana, abdidalem sadaja padha anyanye, amolja’agi kakobasa’an sareng kakowadanna Junandalem.
Untuk pemimpin biduan. Mazmur Daud. Kiranya TUHAN menjawab engkau pada waktu kesesakan! Kiranya nama Allah Yakub membentengi engkau!	Kaangguy pamimpinna koor. Jaburra Daud. Moga PANGERAN nyaodana ba’na e dhalem karekongan, moga kobasana Allahna Yakub marengana pangaoban ka ba’na!
Kiranya dikirimkan-Nya bantuan kepadamu dari tempat kudus dan disokong-Nya engkau dari Sion.	Moga ba’na eparengngana partolongan dhari kalenggiyanna ban eparengngana bantowan dhari Gumo’ Siyon.
Kiranya diingat-Nya segala korban persembahanmu, dan disukai-Nya korban bakaranmu. Sela	Moga Salerana emoda ka sakabbinna tor-atorra ba’na, sarta kasokana narema kurban obbaranna ba’na.
Kiranya diberikan-Nya kepadamu apa yang kaukehendaki dan dijadikan-Nya berhasil apa yang kaurancangkan.	Moga ekabbulana apa pangaterrona ba’na, ban eparengngana ahasel se daddi sajjana.
Kami mau bersorak-sorai tentang kemenanganmu dan mengangkat panji-panji demi nama Allah kita; kiranya TUHAN memenuhi segala permintaanmu.	Daddi sengko’ kabbi padha asorak, polana kamennanganna ba’na, ban ngonjuk bul-ombul mojiya Allah. Moga PANGERAN ngabbulana sakabbinna parnyo’onanna ba’na.
Sekarang aku tahu, bahwa TUHAN memberi kemenangan kepada orang yang diurapi-Nya dan menjawabnya dari sorga-Nya yang kudus dengan kemenangan yang gilang-gemilang oleh tangan kanan-Nya.	Sateya sengko’ tao ja’ PANGERAN apareng kamennangan ka rato peleyanna. PANGERAN nyaodi rato jareya dhari sowargana se socce; dhari kobasana PANGERAN rato jareya olle kamennangan se raja.
Orang ini memegahkan kereta dan orang itu memegahkan kuda, tetapi kita bermegah dalam nama TUHAN, Allah kita.	Badha oreng se ngandellagi kareta perrangnga, badha pole se ngandellagi jaranna. Tape sengko’ ban ba’na ngandellagi kobasana PANGERAN, Allah se esemba sengko’ ban ba’na.
Mereka rebah dan jatuh, tetapi kita bangun berdiri dan tetap tegak.	Reng-oreng se kantha jareya bakal tatandhunga terros labu, tape sengko’ ban ba’na bakal jaga’a sarta manjeng koko.
Ya TUHAN, berikanlah kemenangan kepada raja! Jawablah kiranya kami pada waktu kami berseru!	GUSTE, parenge kamennangan ka rato, parenge jawaban manabi abdidalem sadaja aserro.
Untuk pemimpin biduan. Mazmur Daud. Langit menceritakan kemuliaan Allah, dan cakrawala memberitakan pekerjaan tangan-Nya;	Kaangguy pamimpinna koor. Jaburra Daud. Langnge’ anyata’agi kaagunganna Allah, ban aberta’agi sabarang se elampa’agi Salerana.
hari meneruskan berita itu kepada hari, dan malam menyampaikan pengetahuan itu kepada malam.	Are se settong manapa’ ka are kalagguwanna; malem se settong nyareta’agi ka malem laenna.
Tidak ada berita dan tidak ada kata, suara mereka tidak terdengar;	Tadha’ se acaca otaba ca’-ngoca’, tadha’ monye tadha’ sowara.
tetapi gema mereka terpencar ke seluruh dunia, dan perkataan mereka sampai ke ujung bumi. Ia memasang kemah di langit untuk matahari,	Tape ro-sarowanna ekaedhing daddi sadunnya, pessenna napa’ ka co’-konco’na bume sabalattrana. Pangeran abadhi bengko e langnge’ menangka kennengnganna are,
yang keluar bagaikan pengantin laki-laki yang keluar dari kamarnya, girang bagaikan pahlawan yang hendak melakukan perjalanannya.	se moncar e baja laggu akantha pangantan lake’ se kalowar dhari kamarra, akantha pahlawan se perak amolae parjalananna.
Dari ujung langit ia terbit, dan ia beredar sampai ke ujung yang lain; tidak ada yang terlindung dari panas sinarnya.	Are jareya ajalan e langnge’ dhari konco’ se settong ka konco’ settongnga; tadha’ se lopot dhari panassa.
Taurat TUHAN itu sempurna, menyegarkan jiwa; peraturan TUHAN itu teguh, memberikan hikmat kepada orang yang tak berpengalaman.	Hokomma PANGERAN reya samporna, masegger ate ban sokma. Papakonna PANGERAN reya ekenneng parcaja, madhateng hekmat ka oreng se majja.
Titah TUHAN itu tepat, menyukakan hati; perintah TUHAN itu murni, membuat mata bercahaya.	Atoranna PANGERAN reya teppa’, masenneng atena oreng se ta’at. Kateptebbanna PANGERAN reya morne, andaddiyagi oreng padha ngarte.
Takut akan TUHAN itu suci, tetap ada untuk selamanya; hukum-hukum TUHAN itu benar, adil semuanya,	Abakte ka PANGERAN reya bagus, ajalan terros salanjangnga. Hokomma PANGERAN reya teppa’, ban adil sakabbinna.
lebih indah dari pada emas, bahkan dari pada banyak emas tua; dan lebih manis dari pada madu, bahkan dari pada madu tetesan dari sarang lebah.	Hokomma PANGERAN lebbi aji dhari emmas morne, lebbi manes dhari maddu asli.
Lagipula hamba-Mu diperingatkan oleh semuanya itu, dan orang yang berpegang padanya mendapat upah yang besar.	Abdidalem epaemot sareng kom-hokom ka’dhinto; ganjaran raja esadhiya’agi ka oreng se atoro’.
Siapakah yang dapat mengetahui kesesatan? Bebaskanlah aku dari apa yang tidak kusadari.	Tadha’ se apangrasa ka kasala’anna; GUSTE, palopottagi abdidalem dhari kasala’an se ta’ katengal.
Lindungilah hamba-Mu, juga terhadap orang yang kurang ajar; janganlah mereka menguasai aku! Maka aku menjadi tak bercela dan bebas dari pelanggaran besar.	Pajauwagi abdidalem dhari dusa se etengnget, ja’ kantos dusa gapaneka ngobasane abdidalem. Daddi abdidalem pas tadha’ calena, lopot dhari kasala’an se berra’.
Mudah-mudahan Engkau berkenan akan ucapan mulutku dan renungan hatiku, ya TUHAN, gunung batuku dan penebusku.	Moga ca’-oca’ sareng pekkeran abdidalem katarema’a ka Junandalem, GUSTE, Junandalem se ajaga sareng nebbus abdidalem.
Untuk pemimpin biduan. Dari hamba TUHAN, yakni Daud yang menyampaikan perkataan nyanyian ini kepada TUHAN, pada waktu TUHAN telah melepaskan dia dari cengkeraman semua musuhnya dan dari tangan Saul. Ia berkata: "Aku mengasihi Engkau, ya TUHAN, kekuatanku!	Kaangguy pamimpinna koor. Jaburra Daud, abdina PANGERAN. Enyanyeyagi ka PANGERAN e bakto Daud epalopot dhari Saul ban dhari so-mosona. Abdidalem taresna ka Junandalem, GUSTE, Junandalem kakowadanna abdidalem.
Ya TUHAN, bukit batuku, kubu pertahananku dan penyelamatku, Allahku, gunung batuku, tempat aku berlindung, perisaiku, tanduk keselamatanku, kota bentengku!	PANGERAN padha ban binteng se koko kennengnganna sengko’ ngaop. Tang Allah akantha gunong bato kennengnganna sengko’ anaong. akantha tameng se notobi tang aba’, se ajaga sengko’ sopaja aman salanjangnga.
Terpujilah TUHAN, seruku; maka akupun selamat dari pada musuhku.	Ka PANGERAN sengko’ aserro, sengko’ epasalamet dhari tang moso. Sokkor ka PANGERAN.
Tali-tali maut telah meliliti aku, dan banjir-banjir jahanam telah menimpa aku,	Sengko’ ekalenglenge babaja maot, ancor tasellem e dhalem banjir.
tali-tali dunia orang mati telah membelit aku, perangkap-perangkap maut terpasang di depanku.	Sengko’ ekalenglenge babaja maot, jebbak maot ngaddhang e adha’na soko.
Ketika aku dalam kesesakan, aku berseru kepada TUHAN, kepada Allahku aku berteriak minta tolong. Ia mendengar suaraku dari bait-Nya, teriakku minta tolong kepada-Nya sampai ke telinga-Nya.	E dhalem karekongan sengko’ aserro ka PANGERAN, sengko’ aera’ ka Allah nyo’on partolongan. Dhari kalenggiyanna Allah meyarsa tang sowara, Allah agateyagi tang parnyo’onan.
Lalu goyang dan goncanglah bumi, dan dasar-dasar gunung gemetar dan goyang, oleh karena menyala-nyala murka-Nya.	Bume laju agundhek ban agaledder, sar-dhasarra gunong aguli ban ngetter, polana Allah duka.
Asap membubung dari hidung-Nya, api menjilat keluar dari mulut-Nya, bara menyala keluar dari pada-Nya.	Kokos ngebbul dhari lobangnga pangambungnga, apoy ban mardha kalowar dhari lesanna.
Ia menekukkan langit, lalu turun, kekelaman ada di bawah kaki-Nya.	Langnge’ eseba’, samarena Salerana pas toron ka baba, toron ban ondhem se celleng e baba’anna padana.
Ia mengendarai kerub, lalu terbang dan melayang di atas sayap angin.	Pangeran ngabber, kerub menangka teteyanna; ngabang e attassa kalembangnga angen.
Ia membuat kegelapan di sekeliling-Nya menjadi persembunyian-Nya, ya, menjadi pondok-Nya: air hujan yang gelap, awan yang tebal.	Salerana abuko’ papetteng; ekalenglenge ondhem se tebbel.
Karena sinar di hadapan-Nya hilanglah awan-awan-Nya bersama hujan es dan bara api.	Dhari kelap e ajunanna, kalowar ondhem, ojan es ban apoy.
Maka TUHAN mengguntur di langit, Yang Mahatinggi memperdengarkan suara-Nya.	PANGERAN laju jendharan akantha galudhuk e bang-abang; Se Mahatenggi asowara talebat kaja.
