Berfirmanlah TUHAN kepada Musa:	Dhabuna PANGERAN ka Mosa,
Waktu mereka meninggalkan Firaun berjumpalah mereka dengan Musa dan Harun, yang sedang menantikan mereka,	Sakalowarra dhari karaton reng-oreng jareya tatemmo ban Mosa sarta Harun se anante’ e lowar.
lalu mereka berkata kepada keduanya: "Kiranya TUHAN memperhatikan perbuatanmu dan menghukumkan kamu, karena kamu telah membusukkan nama kami kepada Firaun dan hamba-hambanya dan dengan demikian kamu telah memberikan pisau kepada mereka untuk membunuh kami."	Reng-oreng jareya mator, "PANGERAN ampon ngoladi ponapa se elampa’agi sampeyan. Sampeyan tanto eokom sareng PANGERAN sabab sampeyan daddi lantaranna rato sareng ba-ponggabana baji’ ka bangsa kaula, kantos padha epateyana sadaja."
Lalu Musa kembali menghadap TUHAN, katanya: "Tuhan, mengapakah Kauperlakukan umat ini begitu bengis? Mengapa pula aku yang Kauutus?	Daddi Mosa laju ngadhep ka PANGERAN pole, pas mator, "Guste, aponapa Junandalem me’ nyeksa ommadda epakadi ka’dhinto? Aponapa abdidalem me’ epakon ka ka’dhinto?
Sebab sejak aku pergi menghadap Firaun untuk berbicara atas nama-Mu, dengan jahat diperlakukannya umat ini, dan Engkau tidak melepaskan umat-Mu sama sekali."	Sabab ngabidi abdidalem ngadhep ka rato manapa’a dhabuepon Junandalem, reng-oreng Isra’il eseksa sareng rato. Dineng Junandalem ta’ apareng partolongan sakale."
Firman TUHAN: "Lemparkanlah itu ke tanah." Dan ketika dilemparkannya ke tanah, maka tongkat itu menjadi ular, sehingga Musa lari meninggalkannya.	Dhabuna PANGERAN, "Ontallagi tongket jareya ka tana." Bi’ Mosa tongket jareya pas eontallagi; tongket jareya laju aoba daddi olar; Mosa buru ajauwi olar jareya.
Tetapi firman TUHAN kepada Musa: "Ulurkanlah tanganmu dan peganglah ekornya" --Musa mengulurkan tangannya, ditangkapnya ular itu, lalu menjadi tongkat di tangannya	Dhabuna PANGERAN, ka Mosa, "Semma’e olar jareya, pas teggu’ bunto’na." Bi’ Mosa esemma’e, laju eteggu’ bunto’na. Olarra pas aoba daddi tongket pole.
--"supaya mereka percaya, bahwa TUHAN, Allah nenek moyang mereka, Allah Abraham, Allah Ishak dan Allah Yakub telah menampakkan diri kepadamu."	Dhabuna PANGERAN, "Lakone kantha jareya sopaja oreng Isra’il parcaja’a ja’ Sengko’, PANGERAN, Allahna bangatowana bangsa Isra’il, iya areya Allahna Ibrahim, Ishak ban Yakub, ngaton ka ba’na ongguwan."
Lagi firman TUHAN kepadanya: "Masukkanlah tanganmu ke dalam bajumu." Dimasukkannya tangannya ke dalam bajunya, dan setelah ditariknya ke luar, maka tangannya kena kusta, putih seperti salju.	PANGERAN pas adhabu pole ka Mosa, "Lebbuwagi tanangnga ba’na ka lengngenna kalambina." Mosa alampa’agi dhabuna PANGERAN jareya; e bakto astana jareya epakalowar etemmo toltol pote, lampang ekenneng panyaket se nako’e.
Sesudah itu firman-Nya: "Masukkanlah tanganmu kembali ke dalam bajumu." Musa memasukkan tangannya kembali ke dalam bajunya dan setelah ditariknya ke luar, maka tangan itu pulih kembali seperti seluruh badannya.	PANGERAN pas adhabu pole, "Lebbuwagi pole tanangnga jareya ka lengngenna kalambina." Mosa alampa’agi pole dhabuna PANGERAN buru; e bakto astana epakalowar pole, la etemmo baras, akantha bagiyanna badanna se laen.
"Jika mereka tidak percaya kepadamu dan tidak mengindahkan tanda mujizat yang pertama, maka mereka akan percaya kepada tanda mujizat yang kedua.	Dhabuna PANGERAN, "Mon oreng Isra’il ta’ parcaja ka ba’na, otabana gi’ ta’ yakin saellana nangale kaajiban se nomer settong, tantona pas parcaja saellana nangale’e kaajiban se nomer dhuwa’.
Dan jika mereka tidak juga percaya kepada kedua tanda mujizat ini dan tidak mendengarkan perkataanmu, maka engkau harus mengambil air dari sungai Nil dan harus kaucurahkan di tanah yang kering, lalu air yang kauambil itu akan menjadi darah di tanah yang kering itu."	Mon reng-oreng jareya gi’ paggun ta’ endha’ parcaja keya sanajjan la nangale kaajiban se dhu macem buru, sarta ta’ parduli ka oca’na ba’na, ba’na ngala’ aeng sakone’ dhari Songay Nil; aeng jareya totta’ ka tana. Aeng jareya bakal aoba’a daddi dhara."
Lalu kata Musa kepada TUHAN: "Ah, Tuhan, aku ini tidak pandai bicara, dahulupun tidak dan sejak Engkau berfirman kepada hamba-Mupun tidak, sebab aku berat mulut dan berat lidah."	Mosa mator pole ka PANGERAN, "Adhu, Guste, Junandalem ja’ makon abdidalem. Abdidalem ta’ penter acaca, ngabidi gi’ dhimen, kantos samangken, saamponnepon Junandalem abu-dhabu sareng abdidalem. Manabi acaca, abdidalem guggu’, lere sareng ta’ lancar."
Tetapi TUHAN berfirman kepadanya: "Siapakah yang membuat lidah manusia, siapakah yang membuat orang bisu atau tuli, membuat orang melihat atau buta; bukankah Aku, yakni TUHAN?	Dhabuna PANGERAN ka Mosa, "Sapa se aberri’ colo’ ka manossa? Sapa se mabuwi ban makopok manossa? Sapa se mamella’ ban mabuta matana? Gu ta’ Sengko’, PANGERAN, ta’ iya?
Oleh sebab itu, pergilah, Aku akan menyertai lidahmu dan mengajar engkau, apa yang harus kaukatakan."	Daddi, kassa’ kat-mangkat! Sengko’ se nolongana ba’na acaca, ban se mala’ana sabarang se kodu ekoca’agi bi’ ba’na."
Tetapi Musa berkata: "Ah, Tuhan, utuslah kiranya siapa saja yang patut Kauutus."	Tape Mosa gi’ mator pole, "Ampon, Guste, ja’ makon abdidalem; makon oreng laen saos."
Maka bangkitlah murka TUHAN terhadap Musa dan Ia berfirman: "Bukankah di situ Harun, orang Lewi itu, kakakmu? Aku tahu, bahwa ia pandai bicara; lagipula ia telah berangkat menjumpai engkau, dan apabila ia melihat engkau, ia akan bersukacita dalam hatinya.	PANGERAN pas duka ka Mosa, dhabuna, "Ba’na gu ta’ andhi’ taretan se anyama Harun? Harun jareya penter acaca. Sateya teppa’na ajalan dha’ enna’a. Harun jareya mon tatemmo ban ba’na tanto perak.
Maka engkau harus berbicara kepadanya dan menaruh perkataan itu ke dalam mulutnya; Aku akan menyertai lidahmu dan lidahnya dan mengajarkan kepada kamu apa yang harus kamu lakukan.	Ba’na acaca ka Harun, kabala apa se kodu ekoca’agi; Sengko’ mala’ana ba’na ban Harun apa se kodu ekoca’agi ban apa se kodu elakone.
Ia harus berbicara bagimu kepada bangsa itu, dengan demikian ia akan menjadi penyambung lidahmu dan engkau akan menjadi seperti Allah baginya.	Harun jareya se bakal daddiya tokang madhapa’ cacana ba’na, ban se nolongana ba’na acaca ka ra’yat. Ba’na bakal eanggebba padha ban Allah, nyoro Harun ngoca’agi sabarang se kodu ekoca’agi.
Dan bawalah tongkat ini di tanganmu, yang harus kaupakai untuk membuat tanda-tanda mujizat."	Giba tongkedda, angguy mabadha kaajiban acem-macem."
Lalu Musa kembali kepada mertuanya Yitro serta berkata kepadanya: "Izinkanlah kiranya aku kembali kepada saudara-saudaraku, yang ada di Mesir, untuk melihat apakah mereka masih hidup." Yitro berkata kepada Musa: "Pergilah dengan selamat."	Saellana jareya Mosa abali ka compo’na mattowana, iya areya Yitro, laju mator kantha reya, "Kaula nyo’ona edi palemana ka Messer, nengalana la-bala se badha e ka’issa’, terro onenga ponapa gi’ odhi’ ponapa bunten." Saodda Yitro, "Iya, kassa’; mandar salamedda."
Adapun TUHAN sudah berfirman kepada Musa di Midian: "Kembalilah ke Mesir, sebab semua orang yang ingin mencabut nyawamu telah mati."	E bakto Mosa gi’ badha e Midian, PANGERAN adhabu, "Kassa’ ba’na abali ka Messer. Reng-oreng se terro mateyana ba’na la padha mate kabbi."
Kemudian Musa mengajak isteri dan anak-anaknya lelaki, lalu menaikkan mereka ke atas keledai dan ia kembali ke tanah Mesir; dan tongkat Allah itu dipegangnya di tangannya.	Daddi Mosa pas makompol rajina ban tra-pottrana, epanetene hemar, pas mangkat ka Messer. Tongkedda ebakta, menorot se edhabuwagi Allah.
Firman TUHAN kepada Musa: "Pada waktu engkau hendak kembali ini ke Mesir, ingatlah, supaya segala mujizat yang telah Kuserahkan ke dalam tanganmu, kauperbuat di depan Firaun. Tetapi Aku akan mengeraskan hatinya, sehingga ia tidak membiarkan bangsa itu pergi.	PANGERAN adhabu pole ka Mosa, "Bi’ Sengko’ ba’na la eberri’i kakobasa’an mabadha kaajiban acem-macem. Daddi sanapa’na ka Messer, ba’na mabadha kaajiban-kaajiban jareya e adha’anna rato Messer. Tape bi’ Sengko’ rato jareya epacengkala, sampe’ ta’ magi oreng Isra’il kalowar dhari Messer.
Maka engkau harus berkata kepada Firaun: Beginilah firman TUHAN: Israel ialah anak-Ku, anak-Ku yang sulung;	Ba’na pas kodu ngoca’ ka rato jareya, ja’ Sengko’, PANGERAN, apessen kantha reya, ‘Isra’il reya Tang ana’ sareyang,
sebab itu Aku berfirman kepadamu: Biarkanlah anak-Ku itu pergi, supaya ia beribadah kepada-Ku; tetapi jika engkau menolak membiarkannya pergi, maka Aku akan membunuh anakmu, anakmu yang sulung."	ban Sengko’ la marenta’agi ka ba’na sopaja Tang ana’ jareya eedine nyengla dhari dhinna’, sopaja ngennenga abakte ka Sengko’, tape ba’na ta’ endha’ magi. Daddi bi’ Sengko’ ana’ sareyangnga ba’na se lalake’ epateyana.’"
Tetapi di tengah jalan, di suatu tempat bermalam, TUHAN bertemu dengan Musa dan berikhtiar untuk membunuhnya.	E dhalem parjalanan ka Messer, Mosa kelem e settong kennengngan; e jadhiya PANGERAN manggi’i Mosa, epateyana.
Lalu Zipora mengambil pisau batu, dipotongnya kulit khatan anaknya, kemudian disentuhnya dengan kulit itu kaki Musa sambil berkata: "Sesungguhnya engkau pengantin darah bagiku."	Rajina Mosa se anyama Zipora mondhut bato se tajem, epanyonnat pottrana. Kole’ thok-ketthoganna jareya eseddingngagi ka padana Mosa. Atorra Zipora, "Sampeyan paneka lake dhara monggu ka kaula."
Lalu TUHAN membiarkan Musa. "Pengantin darah," kata Zipora waktu itu, karena mengingat sunat itu.	Kan adhabu kantha jareya polana se nyonnat pottrana. Daddi Mosa burung ta’ epate’e bi’ PANGERAN.
Berfirmanlah TUHAN kepada Harun: "Pergilah ke padang gurun menjumpai Musa." Ia pergi dan bertemu dengan dia di gunung Allah, lalu menciumnya.	Sabatara jareya PANGERAN adhabu ka Harun, "Kassa’ ba’na entar ka Mosa e ra-ara beddhi." Harun pas meyos manggi’i ale’na e gunong socce; saellana atemmo, Mosa laju eseyom.
Kemudian Musa memberitahukan kepada Harun segala firman TUHAN yang disuruhkan-Nya kepadanya untuk disampaikan dan segala tanda mujizat yang diperintahkan-Nya kepadanya untuk dibuat.	Mosa laju apareng oneng ka Harun sabarang se edhabuwagi PANGERAN se makon Mosa abali ka Messer, sarta sakabbinna kaajiban se kodu epabadha salerana.
Lalu pergilah Musa beserta Harun dan mereka mengumpulkan semua tua-tua Israel.	Harun ban Mosa pas meyos ka Messer, sarta pas makompol para seppona oreng Isra’il.
Harun mengucapkan segala firman yang telah diucapkan TUHAN kepada Musa, serta membuat di depan bangsa itu tanda-tanda mujizat itu.	Sabarang se edhabuwagi PANGERAN ka Mosa, bi’ Harun epanapa’ ka sakabbinna para seppona oreng Isra’il jareya; ban e adha’anna reng-oreng jareya Mosa mabadha kaajiban-kaajiban.
Lalu percayalah bangsa itu, dan ketika mereka mendengar, bahwa TUHAN telah mengindahkan orang Israel dan telah melihat kesengsaraan mereka, maka berlututlah mereka dan sujud menyembah.	Daddi reng-oreng Isra’il pas parcaja. Ban e bakto ngedhing ja’ PANGERAN nolonge bangsa Isra’il ban ngoladi saapa seksa’an se etanggung bangsa Isra’il jareya, kabbi laju padha asojud abakte ka PANGERAN.
Musa berkata: "Baiklah aku menyimpang ke sana untuk memeriksa penglihatan yang hebat itu. Mengapakah tidak terbakar semak duri itu?"	"Ane," ca’na panggaliyanna, "arapa ombut rowa me’ ta’ katonon? Kodda’ bi’ sengko’ esemma’ana, sengko’ terro taowa."
Ketika dilihat TUHAN, bahwa Musa menyimpang untuk memeriksanya, berserulah Allah dari tengah-tengah semak duri itu kepadanya: "Musa, Musa!" dan ia menjawab: "Ya, Allah."	E bakto PANGERAN ngoladi ja’ Mosa nyander ka seddi’anna ombut jareya, Mosa pas eera’ dhari dhalemmanna ombut jareya. "Mosa! Mosa!" dhabuna. Saodda Mosa, "Ka’dhinto, Guste!"
Lalu Ia berfirman: "Janganlah datang dekat-dekat: tanggalkanlah kasutmu dari kakimu, sebab tempat, di mana engkau berdiri itu, adalah tanah yang kudus."	Allah adhabu, "Ja’ ma’-semma’ dha’ enna’. Bukka’ sandhalla, sabab tana kennengnganna ba’na manjeng jareya socce.
Lagi Ia berfirman: "Akulah Allah ayahmu, Allah Abraham, Allah Ishak dan Allah Yakub." Lalu Musa menutupi mukanya, sebab ia takut memandang Allah.	Sengko’ reya Allahna bangatowana ba’na, Allahna Ibrahim, Ishak ban Yakub." Daddi Mosa laju notobi raena bi’ astana sabab tako’ se ngoladana Allah.
Dan TUHAN berfirman: "Aku telah memperhatikan dengan sungguh kesengsaraan umat-Ku di tanah Mesir, dan Aku telah mendengar seruan mereka yang disebabkan oleh pengerah-pengerah mereka, ya, Aku mengetahui penderitaan mereka.	PANGERAN adhabu, "Sengko’ la nangale’e Tang ommat eseksa ce’ sarana e Messer; ban Sengko’ la ngedhing serrona se menta tolong sopaja epabebasa dhari kakobasa’anna reng-oreng se nyeksa aba’na. Sengko’ la tao ka sakabbinna kasangsara’anna reng-oreng jareya.
Sebab itu Aku telah turun untuk melepaskan mereka dari tangan orang Mesir dan menuntun mereka keluar dari negeri itu ke suatu negeri yang baik dan luas, suatu negeri yang berlimpah-limpah susu dan madunya, ke tempat orang Kanaan, orang Het, orang Amori, orang Feris, orang Hewi dan orang Yebus.	Daddi Sengko’ toron dha’ enna’ mabebasa oreng Isra’il dhari bangsa Messer; bi’ Sengko’ reng-oreng jareya epakalowara dhari Messer, egiba’a ka nagara se lebar; tana jareya landhu tor ma’mor. Sateya tana jareya gi’ ekennengnge bangsa Kana’an, Het, Amori, Feris, Hewi ban Yebus.
Sekarang seruan orang Israel telah sampai kepada-Ku; juga telah Kulihat, betapa kerasnya orang Mesir menindas mereka.	Sengko’ la ngedhing tangessa bangsa Isra’il, ban la tao bangsa jareya eseksa ce’ sarana bi’ bangsa Messer.
Jadi sekarang, pergilah, Aku mengutus engkau kepada Firaun untuk membawa umat-Ku, orang Israel, keluar dari Mesir."	Sateya bi’ Sengko’ ba’na eotosa ka rato Messer, sopaja ba’na ngennenga mimpin Tang ommat jareya kalowar dhari Messer."
Tetapi Musa berkata kepada Allah: "Siapakah aku ini, maka aku yang akan menghadap Firaun dan membawa orang Israel keluar dari Mesir?"	Tape Mosa mator ka Allah, "Pasera abdidalem ka’dhinto? Kadi ponapa abdidalem se ngadhebba ka rato Messer sareng abakta’a bangsa Isra’il kalowar dhari Messer?"
Lalu firman-Nya: "Bukankah Aku akan menyertai engkau? Inilah tanda bagimu, bahwa Aku yang mengutus engkau: apabila engkau telah membawa bangsa itu keluar dari Mesir, maka kamu akan beribadah kepada Allah di gunung ini."	Dhabuna Allah, "Ba’na ebarengngana bi’ Sengko’. Ban mon bangsa jareya bi’ ba’na la epakalowar dhari Messer, ba’na abakte ka Sengko’ e gunong reya. Jareya menangka bukte ja’ ba’na esoro Sengko’."
Lalu Musa berkata kepada Allah: "Tetapi apabila aku mendapatkan orang Israel dan berkata kepada mereka: Allah nenek moyangmu telah mengutus aku kepadamu, dan mereka bertanya kepadaku: bagaimana tentang nama-Nya? --apakah yang harus kujawab kepada mereka?"	Tape Mosa gi’ mator pole, "Manabi abdidalem entar ka reng-oreng Isra’il pas abala saka’dhinto, ‘Sengko’ epakon Allahna bangatowana ba’na entar ka ba’na,’ reng-oreng gapaneka pas atanya, ‘Pasera asmana?’ abdidalem ngoca’a kadi ponapa?"
Firman Allah kepada Musa: "AKU ADALAH AKU." Lagi firman-Nya: "Beginilah kaukatakan kepada orang Israel itu: AKULAH AKU telah mengutus aku kepadamu."	Dhabuna Allah, "Sengko’ reya SENGKO’ BADHA. Ba’na ngoca’ kantha reya, Sengko’ epakon entar ka ba’na bi’ se asmana SENGKO’ BADHA.
Selanjutnya berfirmanlah Allah kepada Musa: "Beginilah kaukatakan kepada orang Israel: TUHAN, Allah nenek moyangmu, Allah Abraham, Allah Ishak dan Allah Yakub, telah mengutus aku kepadamu: itulah nama-Ku untuk selama-lamanya dan itulah sebutan-Ku turun-temurun.	Kabala ka reng-oreng Isra’il ja’ Sengko’, PANGERAN, Allahna bangatowana bangsa Isra’il jareya, Allahna Ibrahim, Allahna Ishak ban Yakub, nyoro ba’na entar ka reng-oreng jareya. Jareya Tang nyama salanjangnga. Jareya sebbudanna Tang nyama se kodu eangguy manossa ron-temoron.
Pergilah, kumpulkanlah para tua-tua Israel dan katakanlah kepada mereka: TUHAN, Allah nenek moyangmu, Allah Abraham, Ishak dan Yakub, telah menampakkan diri kepadaku, serta berfirman: Aku sudah mengindahkan kamu, juga apa yang dilakukan kepadamu di Mesir.	Kassa’ pakompol saseppona bangsa Isra’il; kabala ja’ Sengko’, PANGERAN, Allahna bangatowana bangsa Isra’il, Allahna Ibrahim, Ishak ban Yakub, ngaton ka ba’na. Kabala ja’ Sengko’ mekker ka reng-oreng Isra’il ban la tao epabaramma reng-oreng jareya bi’ bangsa Messer.
Jadi Aku telah berfirman: Aku akan menuntun kamu keluar dari kesengsaraan di Mesir menuju ke negeri orang Kanaan, orang Het, orang Amori, orang Feris, orang Hewi dan orang Yebus, ke suatu negeri yang berlimpah-limpah susu dan madunya.	Daddi Sengko’ la neptebbagi makalowara bangsa Isra’il dhari Messer, kennengnganna bangsa jareya nanggung seksa’an; bi’ Sengko’ egiba’a ka nagara se landhu tor ma’mor, iya areya nagarana oreng Kana’an, Het, Amori, Feris, Hewi ban Yebus.
Dan bilamana mereka mendengarkan perkataanmu, maka engkau harus beserta para tua-tua Israel pergi kepada raja Mesir, dan kamu harus berkata kepadanya: TUHAN, Allah orang Ibrani, telah menemui kami; oleh sebab itu, izinkanlah kiranya kami pergi ke padang gurun tiga hari perjalanan jauhnya untuk mempersembahkan korban kepada TUHAN, Allah kami.	Tang ommat bakal atoro’a ka oca’na ba’na. Ba’na ban pin-pamimpinna bangsa Isra’il pas entar ka rato Messer, ngoca’ kantha reya, ‘Badha dhabuna PANGERAN, Allahna bangsa Ibrani. Bangsa Ibrani nyo’ona edi badhi entara ka ra-ara beddhi se jauna tello are parjalanan dhari ka’dhinto, parlo ngatorragiya kurban ka PANGERAN, Allahna bangsa abdidalem.’"
Tetapi Aku tahu, bahwa raja Mesir tidak akan membiarkan kamu pergi, kecuali dipaksa oleh tangan yang kuat.	Saellana jareya Allah adhabu pole, "Sengko’ tao ja’ rato Messer ta’ kera magi, kajabana mon epaksa.
Tetapi Aku akan mengacungkan tangan-Ku dan memukul Mesir dengan segala perbuatan yang ajaib, yang akan Kulakukan di tengah-tengahnya; sesudah itu ia akan membiarkan kamu pergi.	Tape Sengko’ ngangguya Tang kakobasa’an; bangsa Messer bi’ Sengko’ eokoma. Sengko’ madhatengnga balai se nako’e ka nagara jareya. Saellana jareya tanto ba’na kabbi pas ebagi kalowar dhari Messer.
