Tiga tahun lamanya orang tinggal aman dengan tidak ada perang antara Aram dan Israel.	Dhu taon lebbi tadha’ perrang e antarana Isra’il ban Siria.
Dan sekarang, satu permintaan saja kusampaikan kepadamu; janganlah tolak permintaanku." Jawab perempuan itu kepadanya: "Katakanlah!"	Samangken badha settong parnyo’onan abdina, ja’ kantos tolak, ebu."
Maka katanya: "Bicarakanlah kiranya dengan raja Salomo, sebab ia tidak akan menolak permintaanmu, supaya Abisag, gadis Sunem itu, diberikannya kepadaku menjadi isteriku."	"Apa parmenta’anna ba’na jareya?" dhabuna Batsyeba. Adoniya mator, "Nyo’onnagi ka Rato Sulaiman, sopaja abdina eedine araji Abisag, paraban dhari Sunem ka’dhissa’. Abdina yakin Rato Sulaiman ta’ kera nolak parnyo’onanna panjennengngan."
Jawab Batsyeba: "Baik, aku akan membicarakan hal itu untuk engkau dengan raja."	"Iya, mara," saodda Batsyeba. "Sengko’ nolonga ba’na acaca’a parkara jareya ka rato."
Batsyeba masuk menghadap raja Salomo untuk membicarakan hal itu untuk Adonia, lalu bangkitlah raja mendapatkannya serta tunduk menyembah kepadanya; kemudian duduklah ia di atas takhtanya dan ia menyuruh meletakkan kursi untuk bunda raja, lalu perempuan itu duduk di sebelah kanannya.	Batsyeba laju ngadhep ka rato, maksodda nolonga Adoniya manapa’a parnyo’onanna gella’. Rato ngadek manggi’i ebuna laju asojud, saellana pas alenggi pole e tahtana karaja’anna. Saellana jareya laju makon oreng ngala’ korse epakon saba’ e kanganna kalenggiyanna menangka kalenggiyanna ebuna.
Berkatalah perempuan itu: "Suatu permintaan kecil saja yang kusampaikan kepadamu, janganlah tolak permintaanku." Jawab raja kepadanya: "Mintalah, ya ibu, sebab aku tidak akan menolak permintaanmu."	Saellana alenggi, Batsyeba adhabu, "Badha se epenta’a sengko’ ka ba’na; pera’ sakone’, ja’ sampe’ tolak, ya." "Ponapa, ebu?" dhabuna Sulaiman, "abdina ta’ nolaga."
Kata perempuan itu: "Biarlah Abisag, gadis Sunem itu, diberikan kepada kakakmu Adonia menjadi isterinya."	Dhabuna Batsyeba, "Edine Adoniya, kaka’na ba’na abine Abisag."
Tetapi raja Salomo menjawab ibunya: "Mengapa engkau meminta hanya Abisag, gadis Sunem itu, untuk Adonia? Minta jugalah untuknya kedudukan raja! Bukankah dia saudaraku yang lebih tua, dan di pihaknya ada imam Abyatar dan Yoab, anak Zeruya?"	"Aponapa panjennengngan me’ adhabu kadi ka’dhinto ka abdina?" ca’na Sulaiman. "Gapaneka padha saos sareng manabi ebu makon abdina massra’agi tahtana karaja’an ka’dhinto ka Adoniya. Sabab Adoniya kaka’ abdina, sarengngan pole Imam Abyatar sareng Yowab acocogan ka Adoniya!"
Lalu bersumpahlah raja Salomo demi TUHAN: "Beginilah kiranya Allah menghukum aku, bahkan lebih dari pada itu, jika Adonia tidak membayarkan nyawanya dengan permintaan ini!	Saellana adhabu kantha jareya, Sulaiman laju asompa kalaban asmana PANGERAN, "Mandar abdina eparengngana ta’ salamet sareng PANGERAN, manabi abdina ta’ ngokom Adoniya lantaran parnyo’onanna ka’dhinto!
Oleh sebab itu, demi TUHAN yang hidup, yang menegakkan aku dan mendudukkan aku di atas takhta Daud, ayahku, dan yang membuat bagiku suatu keluarga seperti yang dijanjikan-Nya: pada hari ini juga Adonia harus dibunuh."	PANGERAN ampon makoko kadhudhugan abdina e tahtana karaja’anna rama abdina, Daud. PANGERAN ampon neptebbi dhabuna, marengngagi karaja’an ka’dhinto ka abdina sareng toronan abdina. Abdina asompa kalaban asmana PANGERAN se odhi’, Adoniya masthe mate are mangken jugan!"
Lalu raja Salomo menyerahkan hal itu kepada Benaya bin Yoyada; orang ini memancung dia sehingga mati.	Daddi Rato Sulaiman laju makon Benaya, dineng Benaya laju mangkat mate’e Adoniya.
Dan kepada imam Abyatar raja berkata: "Pergilah ke Anatot, ke tanah milikmu, sebab engkau patut dihukum mati, tetapi pada hari ini aku tidak akan membunuh engkau, oleh karena engkau telah mengangkat tabut Tuhan ALLAH di depan Daud, ayahku, dan oleh karena engkau telah turut menderita dalam segala sengsara yang diderita ayahku."	Saellana jareya Rato Sulaiman laju adhabu ka Imam Abyatar, "Kassa’ ba’na entar ka kampong asalla e Anatot. Ba’na patot eokom mate, tape are teya sengko’ ta’ mateyana ba’na, sabab e bakto ba’na gi’ apolong ban tang rama, ba’na noro’ nanggung sakabbinna kasossa’an ban kasangsara’anna. Laen dhari jareya ba’na se ngoros Petthe Parjanjiyanna PANGERAN."
Lalu Salomo memecat Abyatar dari jabatannya sebagai imam TUHAN. Dengan demikian Salomo memenuhi firman TUHAN yang telah dikatakan-Nya di Silo mengenai keluarga Eli.	Bi’ Sulaiman Abyatar jareya laju epaambu se daddi imam. Kalaban cara se kantha jareya apa se edhabuwagi PANGERAN e Silo parkara toronanna Imam Eli la daddi kanyata’an.
Ketika kabar itu sampai kepada Yoab--memang Yoab telah memihak kepada Adonia, sekalipun ia tidak memihak kepada Absalom--maka larilah Yoab ke kemah TUHAN, lalu memegang tanduk-tanduk mezbah.	Yowab meyarsa parkara kadaddiyan jareya. Panggaliyanna arassa tako’ lantaran nolonge Adoniya. Tape, lamba’ Yowab jareya ta’ apiha’ ka Absalom. Daddi laju buru ka Kemah Socce sarta laju neggu’i co’-konco’na mezba.
Kemudian diberitahukanlah kepada Salomo, bahwa Yoab sudah lari ke kemah TUHAN, dan telah ada di samping mezbah. Lalu Salomo menyuruh Benaya bin Yoyada: "Pergilah, pancung dia."	Kabar jareya ereppoddagi ka Rato Sulaiman. Rato jareya laju makon Benaya mate’e Yowab.
Benaya masuk ke dalam kemah TUHAN serta berkata kepadanya: "Beginilah kata raja: Keluarlah." Jawabnya: "Tidak, sebab di sinilah aku mau mati." Lalu Benaya menyampaikan jawab itu kepada raja, katanya: "Beginilah kata Yoab dan beginilah jawabnya kepadaku."	Benaya meyos ka Kemah Socce pas adhabu ka Yowab, "Sareng rato sampeyan epakon kalowar dhari ka’dhinto!" "Enja’," saodda Yowab, "sengko’ mateya e dhinna’." Benaya abali laju areppottagi parkara jareya ka rato.
Kata raja kepadanya: "Perbuatlah seperti yang dikatakannya; pancunglah dia dan kuburkanlah dia; dengan demikian engkau menjauhkan dari padaku dan dari pada kaumku noda darah yang ditumpahkan Yoab dengan tidak beralasan.	Meyarsa jareya rato adhabu, "Kassa’ lakone apa se ekoca’agi Yowab jareya. Pate’e oreng jareya pas bendhem, sopaja sengko’ ban sakabbinna toronanna rama ta’ osa nanggung salana Yowab se mate’e oreng se ta’ sala.
Dan TUHAN akan menanggungkan darahnya kepadanya sendiri, karena ia telah membunuh dua orang yang lebih benar dan lebih baik dari padanya. Ia membunuh mereka dengan pedang, dengan tidak diketahui ayahku Daud, yaitu Abner bin Ner, panglima Israel, dan Amasa bin Yeter, panglima Yehuda.	PANGERAN tanto apareng okoman ka Yowab jareya lantaran mate’e oreng ta’ kalaban sapangataowanna tang rama. Abner parwirana Isra’il, ban Amasa parwirana Yehuda, padha ta’ sala kabbi, tape bi’ Yowab epate’e, maske se kadhuwa jareya abecce’an dhari aba’na.
Demikianlah darah mereka akan ditanggungkan kepada Yoab dan keturunannya untuk selama-lamanya, tetapi Daud dan keturunannya dan keluarganya dan takhtanya akan mendapat selamat dari pada TUHAN sampai selama-lamanya."	Okoman lantaran matena parwira se kadhuwa jareya kodu etanggung Yowab ban toronanna salanjangnga. Tape toronanna rama se daddi rato bi’ PANGERAN bakal eberkadana ban eparenge ontong terros."
Maka berangkatlah Benaya bin Yoyada, lalu memancung dan membunuh Yoab, kemudian dia dikuburkan di rumahnya sendiri di padang gurun.	Daddi Benaya laju meyos ka Kemah Socce ban mate’e Yowab e jadhiya. Jinazana Yowab jareya ekobur e dalemma e lowar kottha.
Raja mengangkat Benaya bin Yoyada menggantikan Yoab menjadi kepala tentara; dan raja mengangkat imam Zadok menggantikan Abyatar.	Saellana jareya Benaya bi’ rato laju epadaddi panglimana tantarana epagante Yowab, dineng Zadok epadaddi imam agante Abyatar.
Kemudian raja menyuruh memanggil Simei, dan berkata kepadanya: "Dirikanlah bagimu sebuah rumah di Yerusalem, diamlah di sana, dan janganlah keluar dari sana ke mana-manapun.	Saellana jareya rato adikane Simei pas adhabu, "Kassa’ ba’na agabay bengko e Yerusalim reya. Ba’na terros neng e jadhiya, ja’ kalowar dhari kottha.
Sebab ketahuilah sungguh-sungguh, bahwa pada waktu engkau keluar dan menyeberangi sungai Kidron, pastilah engkau mati dibunuh dan darahmu akan ditanggungkan kepadamu sendiri."	Mon ba’na bangal kalowar sampe’ ngalebadi Songay Kidron, ba’na tanto epate’e; ban jareya salana ba’na dibi’."
Lalu berkatalah Simei kepada raja: "Baiklah demikian! Seperti yang tuanku raja katakan, demikianlah akan dilakukan hambamu ini." Lalu Simei diam di Yerusalem beberapa waktu lamanya.	"Sae, guste," saodda Simei. "Abdidalem ngerenga dhabuepon junandalem." Daddi Simei laju neng e Yerusalim.
Dan sesudah lewat tiga tahun, terjadilah bahwa dua orang hamba Simei lari kepada Akhis bin Maakha, raja Gat, lalu diberitahukan kepada Simei: "Ketahuilah, kedua orang hambamu ada di Gat."	Saellana olle tello taon laju badha kadaddiyan reya: Badha dunorra Simei kadhuwa buru ka Gat, ka Rato Akhis pottrana Ma’akha. E bakto Simei ebalai parkara jareya,
Maka berkemaslah Simei, dipelanainya keledainya, dan pergilah ia ke Gat, kepada Akhis, untuk mencari hambanya itu. Lalu Simei pulang dan membawa mereka dari Gat.	laju masang pa-kapana hemarra terros entar ka Rato Akhis e Gat nyareya dunorra se kadhuwa gella’. Dunor jareya etemmo laju egiba mole.
Ketika diberitahukan kepada Salomo, bahwa tadinya Simei pergi dari Yerusalem ke Gat dan sekarang sudah pulang,	E bakto Sulaiman meyarsa se elakone Simei jareya,
maka raja menyuruh memanggil Simei dan berkata kepadanya: "Bukankah aku telah menyuruh engkau bersumpah demi TUHAN dan telah memperingatkan engkau, begini: Ketahuilah sungguh-sungguh, bahwa pada waktu engkau keluar dan pergi ke mana-manapun, pastilah engkau mati dibunuh! Dan engkau telah menjawab: Baiklah demikian, aku akan mentaatinya.	laju makon oreng ngolok Simei. Dhabuna Sulaiman, "Bi’ sengko’ ba’na la esoro ajanji kalaban asmana PANGERAN ja’ ba’na ta’ kalowarana dhari Yerusalim. Ban sengko’ la maenga’ ka ba’na ja’ mon ba’na kalowar dhari Yerusalim, ba’na kodu mate. Ba’na gu ta’ la ajanji ban saroju’ atoro’a tang parenta jareya, ta’ iya?
Mengapa engkau tidak menepati sumpah demi TUHAN itu dan juga perintah yang kuperintahkan kepadamu?"	Tape sateya arapa ba’na me’ ta’ neptebbi janji jareya ban ta’ atoro’ tang parenta?
Kemudian kata raja kepada Simei: "Engkau sendiri tahu dalam hatimu segala kejahatan yang kauperbuat kepada Daud, ayahku, maka TUHAN telah menanggungkan kejahatanmu itu kepadamu sendiri.	Ba’na la tao sabarang kajahadanna ba’na ka Daud tang rama. Lantaran jareya PANGERAN bakal ngokoma ba’na,
Tetapi diberkatilah kiranya raja Salomo dan kokohlah takhta Daud di hadapan TUHAN sampai selama-lamanya."	tape sengko’ bakal eparengana berkadda ban karaja’anna Daud tang rama bakal epakokowa salanjangnga."
Raja memberi perintah kepada Benaya bin Yoyada, lalu keluarlah Benaya, dipancungnya Simei sehingga mati. Demikianlah kerajaan itu kokoh di tangan Salomo.	Saellana adhabu kantha jareya, rato apareng papakon ka Benaya ban Benaya laju entar mate’e Simei. Sateya Sulaiman ngadibi’i sakabbinna kakobasa’an e dhalem karaja’anna.
Raja Daud telah tua dan lanjut umurnya, dan biarpun ia diselimuti, badannya tetap dingin.	Sateya Rato Daud la ce’ seppona. Maske esapo’e epakandel, gi’ paggun kecellebben.
Lalu para pegawainya berkata kepadanya: "Hendaklah dicari bagi tuanku raja seorang perawan yang muda, untuk melayani dan merawat raja; biarlah ia berbaring di pangkuanmu, sehingga badan tuanku raja menjadi panas."	Daddi ba-ponggabana padha mator, "Guste, kadi ponapa manabi junandalem enyareyagi paraban ngodha, me’ olle arabat junandalem! Pakon ngellone junandalem me’ olle junandalem arassa anga’."
Maka di seluruh daerah Israel dicarilah seorang gadis yang cantik, dan didapatlah Abisag, gadis Sunem, lalu dibawa kepada raja. Gadis itu amat cantik, dan ia menjadi perawat raja dan melayani dia, tetapi raja tidak bersetubuh dengan dia.	Reng-oreng jareya pas nyare paraban se raddin. Neng e Sunem reng-oreng jareya nemmo paraban se raddin nyamana Abisag. Abisag jareya egiba ka rato, epanoguwi ban eparabat rato. Tape rato ta’ asaren apolong ban paraban jareya.
Lalu Adonia, anak Hagit, meninggikan diri dengan berkata: "Aku ini mau menjadi raja." Ia melengkapi dirinya dengan kereta-kereta dan orang-orang berkuda serta lima puluh orang yang berlari di depannya. Selama hidup Adonia ayahnya belum pernah menegor dia dengan ucapan: "Mengapa engkau berbuat begitu?" Iapun sangat elok perawakannya dan dia adalah anak pertama sesudah Absalom.	Sarrena Absalom la seda, Adoniya, pottrana Daud se nomer dhuwa’ daddi se paleng towa. Ebuna Adoniya jareya Hagit. Adoniya jareya bagus robana, ta’ tao edukane bi’ ramana maskeya andhi’ sala. Adoniya terro daddiya rato, daddi laju nyadhiya’agi kareta perrang ban tantara jaran sarta pangawal pribadhi se bannya’na saeket oreng.
Maka berundinglah ia dengan Yoab, anak Zeruya dan dengan imam Abyatar dan mereka menjadi pengikut dan pembantu Adonia.	Saellana jareya Adoniya pas arembak ban Yowab sarta Imam Abyatar. Ebuna Yowab nyamana Zeruya. Yowab ban Imam Abyatar nyanggubi nolongana Adoniya.
Tetapi imam Zadok dan Benaya bin Yoyada dan nabi Natan dan Simei dan Rei dan para pahlawan Daud tidak memihak kepada Adonia.	Tape Imam Zadok, Benaya ana’na Yoyada, Nabbi Natan, Simei, Rei ban pangawal pribadhina Rato Daud ta’ nolonge Adoniya.
Sesudah itu Adonia mempersembahkan domba, lembu dan ternak gemukan sebagai korban dekat batu Zohelet yang ada di samping En-Rogel, lalu mengundang semua saudaranya, anak-anak raja, dan semua orang Yehuda, pegawai-pegawai raja;	E settong are e kennengngan se anyama Bato Olar e seddi’na somber En-Rogel, Adoniya ngatorragi kurban dumba, sape lake’ ban budhu’na sape po-lempo. Tra-pottrana Daud se laen, ban ba-ponggabana karaton se tamaso’ suku Yehuda eonjang ka pesta kurban jareya.
tetapi nabi Natan dan Benaya dan para pahlawan dan Salomo, adiknya, tidak diundangnya.	Tape Sulaiman ale’na se laen ebu, ban Nabbi Natan sarta Benaya ban pangawal pribadhina rato ta’ eonjang ka pesta kurban jareya.
Lalu berkatalah Natan kepada Batsyeba, ibu Salomo: "Tidakkah engkau mendengar, bahwa Adonia anak Hagit, telah menjadi raja, sedang tuan kita Daud tidak mengetahuinya?	Daddi Nabbi Natan manggi’i Batsyeba, ebuna Sulaiman, laju mator kantha reya, "Ponapa junandalem gi’ ta’ meyarsa kabar ja’ Adoniya, pottraepon Hagit, ampon ngangkat aba’epon dibi’ daddi rato? Rato Daud ta’ meyarsa pa-ponapa parkara ka’dhinto.
Karena itu, baiklah kuberi nasihat kepadamu, supaya engkau dapat menyelamatkan nyawamu dan nyawa anakmu Salomo.	Manabi junandalem sareng Sulaiman terro salamedda, menorot pamanggi abdidalem,
Pergilah masuk menghadap raja Daud dan katakan kepadanya: Bukankah tuanku sendiri, ya rajaku, telah bersumpah kepada hambamu ini: Anakmu Salomo, akan menjadi raja sesudah aku dan dialah yang akan duduk di atas takhtaku? Mengapakah sekarang Adonia menjadi raja?	langkong sae junandalem duli nyabis ka Rato Daud, pas mator kadi ka’dhinto, ‘Panjennengngan dibi’ ampon asompa ka abdina ja’ ana’ abdina Sulaiman se epaganteya panjennengngan. Aponapa samangken me’ Adoniya se epadaddi rato?’"
Dan selagi engkau berbicara di sana dengan raja, akupun akan masuk pula dan menyokong perkataanmu itu."	Natan pas adhabu pole, "Dhaggi’, manabi junandalem parappa’epon abu-dhabu sareng rato, abdidalem maso’a badhi ngowadi pa-ponapa se edhabuwagi junandalem."
Jadi masuklah Batsyeba menghadap raja ke dalam kamarnya. Waktu itu raja sudah sangat tua dan Abisag, gadis Sunem itu, melayani raja.	Daddi Batsyeba pas nyabis ka rato. E bakto jareya rato la ce’ seppona, teppa’na badha e kamarra eladine Abisag, paraban ngodha dhari Sunem rowa.
Lalu Batsyeba berlutut dan sujud menyembah kepada raja. Raja bertanya: "Ada yang kauingini?"	Batsyeba asojud e ajunanna rato, rato pas mareksane, dhabuna, "Arapa’a ba’na?"
Lalu perempuan itu berkata kepadanya: "Tuanku sendiri telah bersumpah demi TUHAN, Allahmu, kepada hambamu ini: Anakmu Salomo akan menjadi raja sesudah aku, dan ia akan duduk di atas takhtaku.	Saodda Batsyeba, "Guste, panjennengngan ampon asompa kalaban asmana PANGERAN, Allahepon panjennengngan, ja’ ana’ abdina Sulaiman se epadaddiya rato epaganteya panjennengngan.
Tetapi sekarang, lihatlah, Adonia telah menjadi raja, sedang tuanku raja sendiri tidak mengetahuinya.	Namong samangken ta’ kalaban sapangataowannepon panjennengngan, Adoniya ampon daddi rato.
Ia telah menyembelih banyak lembu, ternak gemukan dan domba, dan telah mengundang semua anak raja dan imam Abyatar dan Yoab, panglima itu, tetapi hambamu Salomo tidak diundangnya.	Adoniya ampon ngatorragi kurban dumba sabannya’na, sape lake’ sareng budhu’na sape se po-lempo. Jugan salerana ngonjang tra-pottraepon panjennengngan, sareng Imam Abyatar sarta Yowab, panglimana angkadan perrangngepon panjennengngan. Namong Sulaiman ta’ eonjang.
Dan kepadamulah, ya tuanku raja, tertuju mata seluruh orang Israel, supaya engkau memberitahukan kepada mereka siapa yang akan duduk di atas takhta tuanku raja sesudah tuanku.	Guste, samangken ra’yat Isra’il sadajana padha anante’ kapotosan dhari panjennengngan parkara pasera se epadaddiya rato agante panjennengngan.
Nanti aku ini dan anakku Salomo dituduh bersalah segera sesudah tuanku raja mendapat perhentian bersama-sama dengan nenek moyangnya."	Manabi panjennengngan ta’ apareng kapotosan, sasedana panjennengngan, tanto abdina sareng ana’ abdina eseksa amarga eanggep pangkiyanat."
Selagi Batsyeba berbicara dengan raja, datanglah nabi Natan.	Sabatara Batsyeba gi’ parappa’na tor-mator, Nabbi Natan napa’ ka karaton.
Diberitahukan kepada raja: "Itu ada nabi Natan." Masuklah ia menghadap raja, lalu sujud menyembah kepada raja dengan mukanya sampai ke tanah.	Rato eatore oneng ja’ badha Natan. Batsyeba kalowar, Natan pas maso’, terros asojud e ajunanna rato.
